cloud
1 2 a D D O c O O O 0 | 4g 2c 4i 8j | Tb 0.23 Np 0.15 Se 0.62
1 1 c O D O 0 | 2e | Mo 0.2 Cl 0.8
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4a 4d 16e | Ta 0.17 In 0.17 As 0.67
0 4 b O O O g D D O c D D O h D D O 1 Y B O | 4f 2a 2c | Hg 0.8 B 0.2
1 3 a E C C n O O O e O O O 0 | 9d 9e 3b 3a 18h 6c | Tb 0.19 Y 0.31 Sb 0.5
1 2 a D D O c O O O 0 | 4i | Sm 0.6 Mg 0.2 Co 0.2
0 3 n O O O i O O O e O O O 0 | 1b 3g | Y 0.25 F 0.75
1 2 b O O O c O O O 0 | 1g 1f 1a 1d | Mg 0.25 Si 0.25 Mo 0.5
1 2 a D D O c O O D 0 | 4a 4e 8f | Nd 0.12 V 0.12 Cd 0.12 O 0.62
0 3 a D D D b O O O m O O O 0 | 2b 2a 2d 8g | Tm 0.14 Zr 0.29 S 0.57
0 7 a O D D a D O D b O D D c D D O d O O O e F B F h B B B 1 Z Z Z | 16c 8b | Co 0.67 Cu 0.33
1 1 c O O O 0 | 2n 2m 1d | Dy 0.36 Mg 0.45 Tl 0.18
1 3 b O O O g O O O c O O O 0 | 1d 2f 1a 1b | Fe 0.2 Sb 0.4 P 0.2 H 0.2
0 3 a D D D b O O O j O O O 0 | 2a 2b | Al 0.25 Te 0.5 Os 0.25
1 2 a E C C n O O O 0 | 3a 18f | Tb 0.05 Sm 0.63 Tm 0.32
1 1 c O O O 0 | 2m 2n 1e 1a 1f 1g | Tb 0.5 La 0.12 Pm 0.25 Ho 0.12
1 2 a D D O c O O O 0 | 4i 2c 2b | La 0.5 B 0.25 Rh 0.25
1 3 a E C C n O O O e O O O 0 | 9e 3b 3a 9d 18h 6c | Ce 0.31 Nd 0.19 Te 0.5
1 0 0 | 2i | Fe 0.02 B 0.02 P 0.02 H 0.54 C 0.38 Cl 0.01
1 3 a D D O b O O O c O O O 0 | 2d 4e 2c | Be 0.25 Cd 0.5 As 0.25
1 3 a E C C n O O O e O O O 0 | 3b 6c 3a | K 0.25 V 0.5 Mo 0.25
0 7 a O D D a D O D b O D D c D D O d O O O e F B F h B B B 1 Z Z Z | 8a 16d 8b | Na 0.25 I 0.5 N 0.25
1 3 a E C C n O O O e O O O 0 | 9e 3a 3b 9d 18h 6c | Pm 0.25 Tm 0.06 Pu 0.19 Se 0.5
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 4b 4a 8c | Rb 0.25 Zr 0.25 Sc 0.5
1 3 b O O O g O O O c D D O 0 | 4h 2a 4g | Bi 0.4 Sb 0.2 H 0.4
1 2 n O O O e O O O 0 | 1b 2d 1a 6i | Y 0.08 Pa 0.17 Tl 0.08 O 0.67
1 3 n O O O b O O D e O O O 0 | 4f 2c 2a | Ho 0.5 Sn 0.25 N 0.25
1 3 b O O O g O O O c O O O 0 | 1d 2f 1a 1b | La 0.2 Ni 0.4 Hg 0.2 Rh 0.2
1 1 c O D O 0 | 2e 4f | Cd 0.25 Sn 0.5 Pd 0.25
1 3 b O O O g O O O c O O O 0 | 1c 1b 4i | Er 0.17 Mg 0.17 Ag 0.67
1 5 a D D D b O O O c O O O d O O O e O O O 0 | 8c 2a 12e 12d | Pr 0.24 Al 0.06 Ga 0.71
1 2 b D D O c O D D 0 | 4d 8e 4c | Cd 0.01 P 0.01 H 0.41 C 0.37 N 0.04 O 0.09 F 0.07
1 3 a E C C n O O O e O O O 0 | 3a 6c 3b 18h | Li 0.1 La 0.2 Cd 0.1 Pd 0.6
1 3 b O O O g O O O c O O O 0 | 2f 1d 1a 1b | K 0.4 Ca 0.2 C 0.2 S 0.2
1 3 a D D D b O O O c O O O 0 | 8n 4i 4j 2c | Ce 0.67 Tl 0.22 O 0.11
1 1 c O O O 0 | 1e 1h 2m | Ba 0.25 Fe 0.25 Au 0.5
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4d 4c 4b 4a | Ce 0.25 Pu 0.25 Tc 0.25 Os 0.25
1 1 c O D D 0 | 4e 2d | La 0.22 Pm 0.33 Pd 0.44
1 5 a D D D b O O O c O O O d O O O e O O O 0 | 2a 12d | Tm 0.14 W 0.86
1 3 a E C C n O O O e O O O 0 | 6c 3b 18h 9e | Sr 0.08 Ce 0.08 Ti 0.21 O 0.62
1 3 a E C C n O O O e O O O 0 | 6c 3a 18h | Np 0.23 Sb 0.15 Rh 0.62
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4c 4d 4b 4a | Dy 0.25 Y 0.25 Mg 0.25 Cd 0.25
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4a 4d 4b 4c | Mn 0.5 Ga 0.25 Sn 0.25
1 3 a E C C n O O O e O O O 0 | 6c 3a 3b | U 0.5 Sb 0.25 Se 0.25
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4b 4a 4d 4c | Fe 0.25 Ni 0.25 Ag 0.25 Ir 0.25
1 3 b O O O g O O O c O O O 0 | 1d 1b 2f 1a | Ba 0.2 Ca 0.2 In 0.4 Cu 0.2
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4b 4a 4d 4c | Nb 0.25 As 0.5 Pb 0.25
0 1 j O O O 0 | 2c 1a 1b | La 0.39 Pr 0.04 Sn 0.14 Ge 0.14 Rh 0.29
1 4 a D D D b O O O g O O O c O O O 0 | 8g 4e 2b 2a | Pa 0.75 Pd 0.12 Pt 0.12
1 3 n O O O b O O D e O O O 0 | 6h 2d | Ac 0.75 Pm 0.25
0 2 n O O O k O O O 0 | 1a 1b 1c | Ca 0.33 In 0.33 W 0.33
1 2 a E C C n O O O 0 | 18f 6c 3a | Cu 0.01 H 0.4 C 0.43 S 0.01 Br 0.03 N 0.03 O 0.1
0 2 a D D O j O O O 0 | 2a | Zn 0.25 Re 0.25 Au 0.5
0 3 b O O O g O O O j O O O 0 | 1b 1a | Cu 0.25 B 0.25 Os 0.5
1 3 b O O O g O O O c O O O 0 | 1d 1c 2g | Na 0.25 Pa 0.25 O 0.5
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 24e 32f 4a 4b 24d | Yb 0.2 Zn 0.57 As 0.03 Pt 0.2
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 4b 8c 4a | Rb 0.25 Na 0.5 W 0.25
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4d 4a 4b 4c | Ba 0.25 Sc 0.25 Cr 0.25 Os 0.25
1 2 b O O O c O O O 0 | 1d 1a 1f 1g | Zr 0.25 Hg 0.5 Cl 0.25
1 2 b O O O c O O O 0 | 1f 1g 1a 1d | Fe 0.25 Sn 0.25 Cl 0.5
1 2 a E C C n O O O 0 | 18f 3b 3a | La 0.75 Pm 0.12 Cd 0.12
0 2 a D D O j O O O 0 | 2a 4b | Cu 0.04 S 0.86 Cl 0.11
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 8c 4b 4a | Na 0.5 Zn 0.25 N 0.25
0 2 a D D O j O O O 0 | 2a | K 0.33 Hf 0.33 B 0.33
1 3 b O O O g O O O c O O O 0 | 2f 1a 1d 1b | Ta 0.4 Tl 0.2 Ir 0.2 N 0.2
1 2 a D D O c O O O 0 | 4h 2d 4g 2a 8j 4i | Ca 0.25 Pm 0.17 Sm 0.08 Se 0.5
0 2 b O O O j O O O 0 | 1a 1d | Zr 0.25 Re 0.5 Hg 0.25
1 3 a D D O b O O D c O O D 0 | 8d 4c | Y 0.57 Ge 0.14 Bi 0.14 C 0.14
1 1 c O O O 0 | 1g 1a 1e 1f | Ta 0.25 Cd 0.5 Ga 0.25
1 3 b O O O g O O O c O O O 0 | 1a 2h 1b 4i | Tb 0.12 Sb 0.25 Br 0.12 O 0.5
0 3 a D D D b O O O m O O O 0 | 8g | Al 0.25 Pd 0.75
1 1 c O D D 0 | 4e | Ti 0.01 Si 0.04 H 0.51 Ru 0.01 C 0.38 N 0.03 O 0.02
0 3 b O O O g O O O j O O O 0 | 1b 1a | Zr 0.25 Sc 0.25 Al 0.5
1 3 a E C C n O O O e O O O 0 | 3a 3b 6c | Mn 0.25 Nb 0.25 Cr 0.5
1 2 a D D O c O O O 0 | 8j 4i 2a 4g 4h 2d | La 0.5 Fe 0.08 Pt 0.17 Cl 0.25
1 2 n O O O e O O O 0 | 1a 1b 2d 6i | Ba 0.08 Sr 0.08 P 0.17 O 0.67
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4d 4a 4b 4c | Ca 0.25 Ti 0.25 Co 0.25 Pd 0.25
1 4 a D D D b O O O g O O O c O O O 0 | 2a 4d 4e | Tc 0.2 Ru 0.4 S 0.4
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4b 4c 4d 4a | Pm 0.25 Eu 0.25 Th 0.25 Sc 0.25
0 4 a D D D b O O O m O O O c D O F 0 | 4b 4a 8d | Hf 0.25 Re 0.25 As 0.5
1 2 a D D O c O O O 0 | 8j 4i 4g 4h 2d 2a | Ba 0.5 Pd 0.17 I 0.25 Cl 0.08
1 2 a D D O c O O D 0 | 8f | H 0.6 C 0.34 O 0.06
1 3 a D D D b O O O c O O O 0 | 8l 2c 2b 4g 4j | K 0.5 Ni 0.1 S 0.4
0 2 b O O O j O O O 0 | 1a 1d | Na 0.5 Nb 0.25 W 0.25
1 2 a D D O c O O D 0 | 8f 4e | Zr 0.67 H 0.17 Au 0.17
1 3 b O O O g O O O c O O O 0 | 2f 1d 1b | Pa 0.5 Ta 0.25 Zn 0.25
0 3 n O O O i O O O e O O O 0 | 3g 3f 2d 1a | Na 0.33 Yb 0.33 Si 0.33
0 2 a D D O j O O O 0 | 2a | Mg 0.25 Zn 0.25 Pb 0.5
1 2 a D D O c O O O 0 | 8j 4i 2a 4g 4h 2d | Ba 0.5 Se 0.08 S 0.17 Br 0.25
1 3 a E C C n O O O e O O O 0 | 6c 3b 3a | Rb 0.5 K 0.25 Cl 0.25
1 2 a D D O c O O O 0 | 4i 2a | Ca 0.22 Pa 0.11 Zn 0.22 N 0.44
1 3 a D D O b O O O c O O O 0 | 2b 4k 2c | Cu 0.25 Sn 0.5 Te 0.25
0 4 a D D D b O O O m O O O j O O O 0 | 2c 2b 2a 2d | Cu 0.25 Ag 0.25 Hg 0.5
1 3 b O O O g O O O c O O O 0 | 1b 2f 1d | La 0.25 Nd 0.5 Hg 0.25
1 3 a D D D b O D O c O D O 0 | 4c 4a 4e 8h 8i | Ca 0.14 Pr 0.14 Ga 0.14 O 0.57
1 3 a D D O b O O D c O O D 0 | 4a 4c 8f | Gd 0.17 Tl 0.17 Zn 0.17 Se 0.5
0 5 a D D D b D D D g O D B c D O F h O D B 1 O B Z | 4b 4a 8e | Li 0.25 Cu 0.25 F 0.5
1 3 a D D O b O O O c O O O 0 | 4j 2b 4h 4e 2a | Be 0.38 W 0.62
1 3 a D D O b O O O c O O O 0 | 4f 2b 2a | Na 0.75 Cd 0.25
0 3 b O O O g O O O j O O O 0 | 1a 1b | Cr 0.25 Te 0.5 Mo 0.25
1 1 c O D O 0 | 4f 2e | Cu 0.43 Sb 0.14 P 0.43
1 3 b O O O g O O O c O O O 0 | 1a 1d 1b 2f | V 0.2 Pd 0.2 N 0.2 F 0.4
0 3 a O D D b O O O j O O O 0 | 2a 8f 4d 4c 4e 2b | Ho 0.04 Sc 0.68 Zn 0.21 Ru 0.07
1 4 a D D D b O O O g O O O c O O O 0 | 2a 8i 8h | Al 0.11 Sb 0.89
1 3 a D D O b O O D c O O D 0 | 4c 8g | Ca 0.33 Al 0.67
1 3 a E C C n O O O e O O O 0 | 6c 18h 3b 3a | Ba 0.2 Ga 0.6 Cu 0.1 Ru 0.1
1 3 a D D O b O O D c O O D 0 | 4c 8g | Pm 0.17 Y 0.5 Sc 0.33
1 5 a D D D b O O O c O O O d O O O e O O O 0 | 8c 2a | Sr 0.8 W 0.2
0 4 b O O O g D D O c D D O h D D O 1 Y B O | 2c 2a 2b | Tb 0.25 Ge 0.25 H 0.25 Rh 0.25
1 1 c O D D 0 | 4e | H 0.39 C 0.45 S 0.02 N 0.02 O 0.06 F 0.06
1 4 b O O O c O O O d O O O e O O O 0 | 1b 1a 3d | Ba 0.2 Tl 0.2 N 0.6
1 3 b O O O g O O O c O O O 0 | 1a 1b 2h 4i 1d | Ir 0.22 Pt 0.22 O 0.56
1 3 b O O O g O O O c O O O 0 | 1d 1b 2f | V 0.25 Ge 0.25 Os 0.5
1 3 b O O O g O O O c O O O 0 | 1c 2e 1a | Pm 0.25 W 0.75
1 3 b O O O g O O O c D D O 0 | 4h 2a 2d 8k 2b | Sm 0.22 Bi 0.11 Pd 0.11 O 0.56
0 3 a E C C n O O O k O O O 0 | 3a | V 0.5 Fe 0.25 Co 0.25
1 3 a D D D b O D O c O D O 0 | 4d 4b 4a 4c 8h 8i | K 0.12 Ge 0.12 Pb 0.25 Se 0.5
1 3 a D D D b O O O c D D O 0 | 8j 4a 4b | Cs 0.33 H 0.17 Au 0.17 S 0.33
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4c 4a 4b 4d | Sc 0.25 V 0.25 Cu 0.25 Ru 0.25
0 3 n O O O i O O O k O O O 0 | 1b 1c 1e | Pm 0.33 Sn 0.33 As 0.33
0 3 n O O O i O O O e O O O 0 | 3g 3f 2d 1a | Cs 0.67 Al 0.22 Pt 0.11
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 8c 4b 4a | Tl 0.5 Mo 0.25 Pt 0.25
0 4 a D D D b O O O g O O O j O O O 0 | 2a | Ce 0.33 Zr 0.33 Au 0.33
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4c 4b 4d 4a | Zr 0.25 In 0.5 Ni 0.25
0 4 a D D D b O O O m O O O j O O O 0 | 2a 2d 2c 2b | Hf 0.5 Sn 0.25 Pt 0.25
1 2 a E C C n O O O 0 | 18f 3a | Hf 0.63 Al 0.32 Os 0.05
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 8c 4b 4a | Sr 0.5 Ta 0.25 N 0.25
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4c 4b 4a 4d | Na 0.25 Hf 0.25 Zr 0.25 Ru 0.25
0 2 b D O D c O D D 0 | 4a | H 0.51 C 0.4 S 0.02 O 0.07
1 3 a D D O b O O D c O O D 0 | 4c | Tl 0.67 Cr 0.33
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4b 4d 4a 4c | Na 0.25 Y 0.25 Zn 0.25 W 0.25
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4a 4c 4d 4b | Y 0.5 Pb 0.25 Br 0.25
0 4 a D D D b O O O g O O O j O O O 0 | 2a 8d 8c | La 0.04 Sm 0.22 Zn 0.17 Pd 0.52 Rh 0.04
1 2 n O O O f O O D 0 | 2b 2d 2c 12i | Li 0.11 Pa 0.11 Cu 0.11 I 0.67
1 3 a D D D b O O O c O O O 0 | 4i 2d 2b | Cr 0.5 Cd 0.25 Sn 0.25
1 3 a D D O b O O O c O O O 0 | 4i 4j 2a | Tc 0.29 Cu 0.43 Se 0.29
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 8c 4b 4a 24e | Eu 0.2 V 0.1 Sb 0.1 O 0.6
1 3 b O O O g O O O c O O O 0 | 2g 1a 1d 2h | Ho 0.5 Cd 0.17 Ni 0.33
1 3 a D D O b O O O c O O O 0 | 8q 4i 2c 2a 4j | Tm 0.7 Tl 0.1 Rh 0.2
1 3 a D D O b O O D c O O D 0 | 4c 8f | Np 0.25 Se 0.25 F 0.5
0 3 a O D D b O O O j O O O 0 | 2a 2b 4c | K 0.33 Pb 0.33 Au 0.33
1 2 a D D O c O O O 0 | 2a 4g 4h 2d 8j 4i | Ca 0.08 Tb 0.17 Pm 0.25 S 0.5
0 3 b O O O g O O O j O O O 0 | 1b 1a | Ca 0.25 Ga 0.5 Pd 0.25
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 4a 8c 4b | Ir 0.25 Au 0.75
1 3 a E C C n O O O e O O O 0 | 6c 3b 3a | U 0.5 As 0.25 Rh 0.25
1 1 c O O O 0 | 1e 1f 2m | Be 0.25 Nb 0.25 Ag 0.5
1 1 c O D D 0 | 4e | B 0.02 H 0.2 C 0.48 F 0.3
1 3 n O O O b O O O e O O O 0 | 1a 2c 6k | Sr 0.11 Th 0.22 Ga 0.67
1 3 a D D O b O O O c O O O 0 | 2d 4e 2c | Sr 0.25 Mo 0.5 Au 0.25
0 4 a D D D b O O O g O O O j O O O 0 | 2a | Mn 0.33 V 0.33 Ir 0.33
0 3 b O O O g O O O j O O O 0 | 1b 1a | Nb 0.25 Ga 0.5 Ge 0.25
1 4 b O O O c O O O d O O O e O O O 0 | 1a 1b 3d | Ta 0.2 Sn 0.2 I 0.6
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4a 16e 4d | Zr 0.17 Pd 0.67 Ru 0.17
0 1 j O O O 0 | 1b 1a | Ho 0.08 Pa 0.08 Co 0.5 P 0.33
1 3 a E C C n O O O e O O O 0 | 6c 3b 3a | Lu 0.5 Pu 0.25 Zr 0.25
1 1 c O D D 0 | 4e 2c 2b | Na 0.2 Li 0.1 Pu 0.1 O 0.6
1 2 a D D O c O O O 0 | 2a 4i | Na 0.11 U 0.22 Br 0.67
1 3 b O O O g O O O c O O O 0 | 2f 1b 1d | K 0.5 Ti 0.25 Rh 0.25
1 2 a D D O c O O O 0 | 2a 4h 4g 2d 8j 4i | Pm 0.08 Pa 0.42 C 0.5
1 3 n O O O b O O D e O O O 0 | 24l 12i 12k 12j 6h 4e 4f 2a | Zn 0.92 Fe 0.08
1 1 c O D D 0 | 4e | Ni 0.01 P 0.02 H 0.56 C 0.4 O 0.02
1 3 b O O O g O O O c O O O 0 | 2g 1a 2h 1d | Be 0.4 Co 0.1 Rh 0.5
1 3 a D D D b O O O g O O O 0 | 8h 2a | Hf 0.56 As 0.44
1 2 a D D O c O O O 0 | 4i | Ac 0.33 Ga 0.33 Sn 0.33
1 3 a E C C n O O O e O O O 0 | 3b 9e 3a 9d 18h 6c | La 0.06 Ce 0.25 Pu 0.19 S 0.5
1 2 a D D O c O O O 0 | 4h 4g 2d 2a 8j 4i | Er 0.42 Th 0.08 Tl 0.5
0 3 a D D D b O O O j O O O 0 | 2b 2a | Cu 0.25 Mo 0.5 Br 0.25
1 1 c O D D 0 | 4e | Ni 0.01 H 0.38 C 0.48 N 0.04 Cl 0.04 O 0.04
1 1 c O D D 0 | 4e | H 0.5 C 0.43 N 0.03 Cl 0.04
0 1 j O O O 0 | 1b 1a | Tl 0.5 Zn 0.25 Pb 0.25
1 3 a D D D b O O O c O O O 0 | 4i 2a 4h 8l 2d | Pr 0.21 Mg 0.14 Ga 0.64
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4a 16e 4d | Mn 0.17 Si 0.67 Tc 0.17
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4b 4d 4a 4c | Li 0.5 In 0.25 Ag 0.25
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4a 4d 4b 4c | Zr 0.25 Bi 0.25 W 0.25 Au 0.25
0 4 b O O O g D D O c D D O h D D O 1 Y B O | 2a 2c | Zr 0.5 Rh 0.5
1 2 a D D O c O O O 0 | 4i | Cs 0.2 Sn 0.2 Br 0.6
1 0 0 | 2i | H 0.45 C 0.4 N 0.03 O 0.12
1 3 a D D O b O O O c O O O 0 | 4i 4h 8m 4l 2a | Ce 0.18 Ho 0.18 Hg 0.64
1 2 a D D O c O O O 0 | 2a 4h 2d 4g 8j 4i | Tb 0.08 Nd 0.25 Er 0.17 S 0.5
1 3 b O O O g O O O c O O O 0 | 2f 1b 1d 1a | La 0.4 Cu 0.2 Ni 0.2 N 0.2
1 2 b D O D c O D D 0 | 8c | Ca 0.06 Mg 0.06 Fe 0.06 P 0.11 O 0.72
0 3 a E C C n O O O k O O O 0 | 3a | Tc 0.25 Bi 0.5 Sb 0.25
1 3 b O O O g O O O c O O O 0 | 1b 1d 2f 1a | Ga 0.2 Cu 0.2 Pd 0.4 Pb 0.2
1 2 a D D O c O O D 0 | 8f 4c 4e | Ce 0.5 Sn 0.17 Bi 0.33
1 1 c O D O 0 | 2e | K 0.17 Nb 0.17 Fe 0.17 Se 0.5
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4a 4b 4d 4c | Dy 0.25 Mg 0.25 Pt 0.25 Au 0.25
1 0 0 | 1h 1a 2i | Li 0.12 W 0.12 F 0.75
1 1 c O D D 0 | 4e | Al 0.01 B 0.01 P 0.01 H 0.24 C 0.29 N 0.02 O 0.04 F 0.4
0 3 a O D D b O O O j D O O 0 | 4a 4b 8c | K 0.15 Si 0.78 Au 0.07
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4d 4c 4a | Tm 0.33 Ti 0.33 Te 0.33
1 4 b O O O c O O O d O O O e O O O 0 | 3d 1a 1b | Mg 0.6 Co 0.2 Mo 0.2
0 1 c O D O 0 | 2a | Cu 0.03 H 0.48 C 0.21 N 0.14 Cl 0.07 O 0.07
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4b 4a 4c | Rb 0.33 Ac 0.33 Ce 0.33
1 4 a D D D b O O O g O O O c O O D 0 | 8h 16l 4c 4a 4b | La 0.22 Pm 0.56 Sm 0.11 Y 0.11
0 0 0 | 1a | Er 0.2 Mn 0.1 Al 0.1 S 0.6
0 4 a D D D b O O O g O O O j O O O 0 | 2a | Tb 0.33 Sm 0.33 Tc 0.33
1 3 b O O O g O O O c D D O 0 | 2a 4g 4h | Rb 0.2 La 0.4 Bi 0.4
1 1 c O D D 0 | 2d 4e | Gd 0.01 H 0.4 C 0.42 N 0.1 Cl 0.06
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 4a 4b 8c | Pr 0.25 Nd 0.25 U 0.5
1 2 a D D O c O O O 0 | 4i 2b 2c | Cr 0.5 Ag 0.25 Ir 0.25
1 4 a O D D a D O D b O O O c O O O 0 | 4b 8i 8f | Na 0.2 Ge 0.4 Pt 0.4
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4c 4b 4d 4a | K 0.25 Hf 0.25 Cu 0.25 Rh 0.25
1 4 a D D D b O O O g O O O c O O O 0 | 4c 4e | Sr 0.33 Ca 0.33 Sb 0.33
0 2 n O O O k O O O 0 | 1b 1a 1c | Tb 0.33 Ho 0.33 Br 0.33
1 3 a D D D b O O O c O O O 0 | 4i 2d 2b | V 0.5 Te 0.25 Cl 0.25
0 3 a E C C n O O O k O O D 0 | 6a 18b | Zn 0.2 Sb 0.6 Rh 0.2
1 2 n O O O e O O O 0 | 2d 2c | Mn 0.25 Al 0.25 V 0.5
1 2 a D D O c O O O 0 | 4i | Ca 0.25 Tb 0.5 Sm 0.25
0 3 b O O O g O O O j O O O 0 | 1b 1a | Zr 0.25 Tc 0.25 As 0.5
1 4 b O O O c O O O d O O O e O O O 0 | 3d 1b 1a | Ba 0.6 Cd 0.2 Ir 0.2
1 3 a D D O b O O O c O O O 0 | 2c 2b 4k | Cu 0.25 Ge 0.25 Ru 0.5
0 3 a D D D b O O O j O O O 0 | 2a 2b | Y 0.5 Zr 0.25 Os 0.25
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4b 4a 4d 4c | Na 0.25 Re 0.25 Bi 0.25 Au 0.25
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 24e 32f 24d 4b | Zr 0.21 Be 0.79
0 4 a D D D b O O O m O O O c D O F 0 | 8d 4b 4a | Tc 0.5 Re 0.25 Ir 0.25
1 2 a D D O c O O O 0 | 8j 4i 4h 2d 2a 4g | Sm 0.5 Dy 0.25 Ho 0.08 Er 0.17
0 2 n O O O k O O O 0 | 1b 1a 1c | Mg 0.33 Ag 0.33 Hg 0.33
0 3 a D D D b O O O j O O O 0 | 2a 4d 2b | Np 0.25 Ge 0.75
1 3 n O O O b O O D e O O D 0 | 6g 4d | Mn 0.62 Ge 0.38
0 3 b O O O m O O O j O O O 0 | 2g 1c 1d 1a 1b | Ac 0.2 Er 0.1 Sb 0.3 Pt 0.4
1 1 c O D D 0 | 4e | V 0.15 Te 0.15 P 0.69
0 0 0 | 1a | Pm 0.57 Ni 0.14 Ru 0.29
0 4 a D D D b O O O m O O O c D O F 0 | 4b 8d 4a | Co 0.25 Rh 0.5 Pb 0.25
1 3 n O O O b O O D e O O D 0 | 6g 4d 2b | Sm 0.56 Y 0.44
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4a 4b 4d 4c | Lu 0.25 Th 0.25 Tl 0.25 Sn 0.25
0 4 a D D D b O O O m O O O c D O F 0 | 8d 4b 4a | Ca 0.5 Ac 0.25 Pr 0.25
1 3 b O O O g O O O c O O O 0 | 1b 2f 1a 1d | Na 0.2 Sn 0.4 P 0.2 Pb 0.2
1 3 b O O O g O O O c O O O 0 | 1d 1b 2f 1a | Rb 0.2 Sb 0.2 Te 0.4 N 0.2
0 4 a D D D b O O O g O O O j O O O 0 | 2a 4b | Y 0.4 Th 0.2 Sc 0.4
1 3 a E C C n O O O e O O O 0 | 6c | Ba 0.5 Li 0.5
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 8c 4a 24e | K 0.22 Fe 0.11 Cl 0.67
1 3 b O O O g O O O c D D O 0 | 2a 4g 4h | Sr 0.2 Mg 0.4 Pd 0.4
1 2 a D D O c O O D 0 | 8f 4e 4d | Na 0.14 Cd 0.64 Ag 0.21
1 3 a E C C n O O O e O O O 0 | 3b 3a 6c | Pm 0.25 Hg 0.25 Br 0.5
1 3 b O O O g O O O c O O O 0 | 1b 2f 1d 1a | La 0.2 Nb 0.4 Si 0.2 O 0.2
0 2 n O O O k O O O 0 | 1a 1b 1c | Y 0.33 Er 0.33 Hg 0.33
1 2 a D D O c O O O 0 | 4i 2a 2c | Eu 0.43 Se 0.57
1 3 b O O O g O O O c O O O 0 | 1d 1b 1a 2f | Ta 0.2 Nb 0.2 Zn 0.2 Cu 0.4
1 3 b O O O g O O O c O O O 0 | 2h 1d 2g 1a | Zr 0.5 Cu 0.4 Ru 0.1
1 1 c O D O 0 | 2e 2a | Mg 0.38 Sb 0.5 Pt 0.12
0 0 0 | 1a | Mg 0.03 Zr 0.1 U 0.23 O 0.65
1 3 a E C C n O O O e O O O 0 | 3b 3a 6c | Tb 0.25 Zn 0.25 Bi 0.5
1 3 a D D D b O O O c O O O 0 | 2a 2c 8l | Ce 0.17 Ho 0.17 B 0.67
1 2 b D O O c O O D 0 | 4c 4d 4e | Tm 0.25 Te 0.25 Au 0.25 O 0.25
1 2 a D D O c O O O 0 | 4h 2d 4g 2a 8j 4i | Rb 0.25 Tm 0.17 Pa 0.08 Te 0.5
1 4 a D D D b O O O g O O O c O O O 0 | 2b 2a 4d | Hf 0.25 Ge 0.25 Au 0.5
1 3 a D D D b O O O g O O O 0 | 4d 2b 2a 8h 4e | Rb 0.2 Na 0.1 Y 0.1 F 0.6
0 1 j O O O 0 | 1b 1a | Nb 0.25 Co 0.25 Pd 0.5
1 1 c O O O 0 | 2m 2n 1f 1d 1a 1g | Zr 0.6 Rh 0.2 N 0.2
1 3 a E C C n O O O e O O O 0 | 18h 6c 9e 3a 9d 3b | Th 0.5 Te 0.25 P 0.19 Pt 0.06
1 2 b O O O c O O O 0 | 1g 1f 1a 1d | Ga 0.25 P 0.25 Os 0.5
1 1 c O O O 0 | 2n 1e 2m 1a | Rb 0.25 Tl 0.58 Pb 0.17
