cloud
1 3 b O O O g O O O c O O O 0 | 1d 1a 1b 2f | Ta 0.2 Ag 0.2 N 0.2 O 0.4
0 2 a D D O j O O O 0 | 2a | Ti 0.17 Pt 0.83
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4b 4a 4c 4d | Ta 0.25 Tl 0.25 Cr 0.25 Cu 0.25
1 1 c O D D 0 | 4e | H 0.31 C 0.58 S 0.07 N 0.04
1 3 b O O O g O O O c O O O 0 | 1a 1d 4i 1c 1b | Tb 0.25 Nd 0.5 Tm 0.12 Sc 0.12
1 2 a E C C n O O O 0 | 18f 3b 3a | Pu 0.35 Bi 0.05 I 0.6
0 3 b O O O m O O O j O O O 0 | 2g 1c 1d 1a 1b | La 0.2 Sm 0.1 Ga 0.3 Pt 0.4
0 2 b O O O j O O O 0 | 1a 1b 1d 1c | Al 0.5 Cr 0.25 Br 0.25
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 24f 24g 16e | Tb 0.25 Er 0.42 Al 0.17 Pt 0.17
1 2 b D O D c O D D 0 | 8c | H 0.34 C 0.37 N 0.08 O 0.21
0 3 a E C C n O O O k O O O 0 | 3a | Ba 0.25 Si 0.5 Ru 0.25
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4b 4d 4a | Rb 0.33 Np 0.33 Cd 0.33
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4a 4b 4d 4c | Y 0.25 Co 0.5 Ge 0.25
1 4 a D D D b O O O g O O O c O O O 0 | 2a 4d 4e | Mg 0.2 Bi 0.4 Ir 0.4
0 3 a O D D b O O O j O O O 0 | 2a 2b | Ag 0.17 P 0.83
1 0 0 | 1a 2i | Dy 0.14 S 0.29 Cl 0.57
1 1 c O D D 0 | 4e | B 0.02 H 0.45 C 0.43 O 0.06 F 0.04
1 3 b O O O g O O O c O O O 0 | 1a 2g 2h 1d | Ca 0.1 Ce 0.4 Sn 0.5
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 8c 4b 4a | Ho 0.5 Cd 0.25 Ni 0.25
1 0 0 | 2i | H 0.43 C 0.54 S 0.02 O 0.02
1 4 b O O O c O O O d O O O e O O O 0 | 1b 3d 1a | Re 0.2 Os 0.6 Se 0.2
1 4 a D D D b O O O g O O O c O O O 0 | 4e 2a 2b | Hf 0.5 Tc 0.25 Ir 0.25
1 1 c O O O 0 | 1f 1g 1a 1e 2n 2m | Pm 0.25 Sm 0.12 Np 0.12 Sb 0.5
0 7 a O D D a D O D b O D D c D D O d O O O e F B F h B B B 1 Z Z Z | 16c 8b 32e | Nb 0.29 In 0.14 O 0.57
1 2 a D D O c O O D 0 | 4e 8f | Na 0.17 Sr 0.67 Pt 0.17
1 2 a D D O c O O O 0 | 4h 2a 2d 4g 8j 4i | La 0.25 Tb 0.08 Er 0.17 Bi 0.5
1 3 n O O O b O O O e O O O 0 | 1a 1b 4h | Na 0.17 Tc 0.17 B 0.67
1 2 a E C C n O O O 0 | 3a 3b 6c 18f | Pm 0.1 Cu 0.1 Se 0.2 O 0.6
0 3 a E C C n O O O k O O O 0 | 3a | Re 0.25 Hg 0.25 Br 0.5
1 3 b O O O g O O O c O O O 0 | 1a 1b 2f 1d | Sr 0.2 Re 0.2 B 0.4 W 0.2
1 2 a D D O c O O O 0 | 4h 4g 2c 8j 4i | Sr 0.18 Tl 0.18 Te 0.09 O 0.55
1 2 b O O O c O O O 0 | 2r 1a 1c 2s 1h 1f | Nb 0.5 Tc 0.38 Mo 0.12
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 16e 4d 4a | Sc 0.67 Ti 0.17 Os 0.17
1 3 n O O O b O O D e O O O 0 | 4f 2b 2a 2c | U 0.4 Co 0.2 As 0.4
0 2 b O O D j O O D 0 | 2b 2a | Tm 0.25 Ag 0.25 Se 0.25 O 0.25
0 2 b O O D j D O O 0 | 4a | Pr 0.25 Zn 0.25 N 0.25 O 0.25
0 4 a D D D b O O O m O O O c D O F 0 | 4b 8d 4a | Tc 0.25 P 0.5 W 0.25
1 4 a D D D b O O O g O O O c O O D 0 | 4a 8h 16l 4c | Fe 0.12 Pd 0.25 O 0.62
1 1 c O D D 0 | 2c 4e | Zn 0.01 H 0.32 C 0.54 N 0.05 Cl 0.07
1 2 a D D O c O O D 0 | 8f 4e 4a | La 0.56 Pm 0.11 Y 0.33
0 4 b O O O c O O O d O O O l O O O 0 | 24j 12h 12i | Si 0.33 O 0.67
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4b 4c 4d 4a | Cd 0.25 In 0.25 Fe 0.25 W 0.25
0 0 0 | 1a | Al 0.08 P 0.08 H 0.35 N 0.07 O 0.37 F 0.05
1 2 a D D O c O O O 0 | 4i 2a 2d | Ho 0.38 In 0.38 Re 0.25
1 2 a D D O c O O O 0 | 4i 2b 2c | Sr 0.5 Re 0.25 Au 0.25
1 3 a D D O b O O O c O O O 0 | 4k 2b 2c | Zr 0.5 Sc 0.25 Fe 0.25
0 3 a E C C n O O O k O O O 0 | 3a 9b | Y 0.08 Ho 0.25 Ni 0.67
1 3 b O O O g O O O c O O O 0 | 2f 1d 1b 1a | Hf 0.4 Zr 0.2 Mo 0.2 F 0.2
1 1 c O D D 0 | 2c 4e | Co 0.03 H 0.41 C 0.26 N 0.05 O 0.26
0 2 a D D O j O O O 0 | 2a | Ba 0.33 Nb 0.33 Sn 0.33
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 4b 8c 4a | Rb 0.25 W 0.5 C 0.25
1 1 c O O O 0 | 1h 1e 2m | Nb 0.25 Al 0.25 Sb 0.5
1 1 c O D D 0 | 2a 4e | Mn 0.01 H 0.28 C 0.38 Se 0.09 S 0.09 N 0.14
0 4 a D D D b O O O m O O O c D O F 0 | 8d 4a 4b | Hf 0.5 Ag 0.25 Br 0.25
0 3 a D D D b O O O j O O O 0 | 2a 2b | Fe 0.25 Pd 0.25 Cl 0.5
1 2 a D D O c O O O 0 | 4i 2d 2c | Dy 0.25 Ho 0.42 Tm 0.33
1 1 c O O O 0 | 1g 1a 1e 1f | Ti 0.25 Tl 0.5 Sb 0.25
1 3 a E C C n O O O e O O O 0 | 3a 6c | Ba 0.14 Na 0.29 Ag 0.29 Sb 0.29
0 2 b O O O j O O O 0 | 1a 1b 4i 2g 2e 2f 2h 1c 1d | K 0.02 Hf 0.02 Mg 0.48 O 0.49
0 3 a D D D b O O O j O O O 0 | 2a | Li 0.33 Sn 0.33 Hg 0.33
0 4 a D D D b O O O g O O O j O O O 0 | 2a | Nb 0.33 Cd 0.33 Ni 0.33
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4a 4c 4b 4d | Y 0.5 Tl 0.25 Os 0.25
0 0 0 | 1a | Sn 0.03 H 0.63 C 0.29 O 0.06
1 3 b O O O g O O O c O O O 0 | 1b 2f 1d | Ti 0.25 Co 0.5 Se 0.25
1 3 b O O O g O O O c D D O 0 | 4g 2a 8j 2c | Y 0.2 Al 0.2 Ge 0.1 Rh 0.5
1 3 a D D O b O O D c O O D 0 | 4c | Hf 0.33 Ti 0.33 Tc 0.33
1 2 a D D O c O O O 0 | 4h 2d 2a 4g 8j 4i | Na 0.25 Y 0.08 Zr 0.17 Te 0.5
1 3 a D D D b O O O c D D O 0 | 8j 4a | Pd 0.6 Pb 0.4
0 3 a D D O b O O O j O O O 0 | 2a 2b | Mn 0.25 Pt 0.25 Cl 0.5
0 4 a D D D b O O O m O O O j O O O 0 | 2a 2d 2c 4e | Pm 0.2 Mn 0.2 Co 0.2 Si 0.4
1 2 a D D O c O O D 0 | 8f 4e | Ga 0.2 Mo 0.2 O 0.6
0 3 b O O O g O O O j O O O 0 | 1a 1b | Mn 0.5 Sb 0.25 Ir 0.25
0 3 b O O O c D D O h D D O 1 B B O | 2b 4e 2a | Nd 0.17 Y 0.67 In 0.17
1 1 c O D D 0 | 4e | Ac 0.2 Ru 0.2 O 0.6
1 3 b O O O g O O O c O O O 0 | 1a 1d 2f 1b | Sr 0.2 Mg 0.2 Se 0.4 Cl 0.2
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4c 16e 4a | Zn 0.17 In 0.67 As 0.17
1 2 a D D O c O O O 0 | 4i 2a 2d | Ce 0.38 Co 0.25 Sn 0.38
1 3 a D D O b O O O c O O O 0 | 4e 2d 2c | Tl 0.5 Mo 0.25 Os 0.25
0 2 a D D O j O O O 0 | 2a | Li 0.25 In 0.25 Cl 0.5
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4a 4b 4c 4d | Mn 0.25 Co 0.25 Cu 0.25 Ir 0.25
1 0 0 | 2i | Fe 0.01 H 0.51 C 0.46 O 0.02
1 3 a D D D b O D O c O D O 0 | 4b 4e 4c 8h 8i | Ce 0.14 Tl 0.14 Pt 0.14 O 0.57
1 3 b O O O g O O O c O O O 0 | 2f 1a 1b 1d | Rb 0.4 Ba 0.2 La 0.2 S 0.2
1 2 a D D O c O O D 0 | 8f 4e | La 0.67 Mg 0.17 Tc 0.17
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 8c 4b 4a | V 0.5 Bi 0.25 Pt 0.25
1 4 b O O O c O O O d O O O e O O O 0 | 1b 1a 3d | Hf 0.2 Br 0.2 N 0.6
1 3 a D D D b O O O c O O O 0 | 2c 4i 4j 2b | Dy 0.17 Pu 0.33 N 0.5
0 3 b O O O g O O O j O O O 0 | 1a 1b | Hf 0.17 Ti 0.5 Pd 0.33
1 4 b O O O c O O O d O O O e O O O 0 | 1b 3d 1a | Hf 0.2 Al 0.6 Re 0.2
1 3 a D D O b O O O c O O O 0 | 4e 2c 2d | La 0.5 Zn 0.25 Se 0.25
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 4b 8c 4a | Cr 0.25 Fe 0.5 Br 0.25
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4a 4b 4d 4c | Y 0.25 Al 0.25 Re 0.25 Pt 0.25
0 3 a D D O b O O D j O O D 0 | 4a | Ho 0.11 Cu 0.11 Bi 0.22 S 0.56
1 2 n O O O e O O O 0 | 2d 1a 6i | Ca 0.22 P 0.11 Pd 0.67
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4d 4a 16e | Ce 0.17 Pm 0.17 Pt 0.67
0 3 b O O O g O O O j O O O 0 | 1b 2c 1a 4d | Ba 0.1 Na 0.2 Ca 0.1 I 0.6
0 2 a D D O j O O O 0 | 2a | Zn 0.14 Cd 0.29 Sb 0.57
0 3 a O D D b O O O j O O O 0 | 2a 8f 4d 4c 4e 2b | Ca 0.06 Tb 0.88 Sm 0.06
1 2 a D D O c O O O 0 | 2a 4h 4g 2d 8j 4i | Y 0.08 Tm 0.42 Bi 0.5
0 1 j O O O 0 | 1b 1a 2c | Nd 0.05 Bi 0.15 Au 0.2 O 0.6
1 4 a D D D b O O O g O O O c O O D 0 | 16k 4b 8h 4a | Os 0.62 Pt 0.38
1 4 a D D D b O O O g O O O c O O O 0 | 4d 2a 4e | Al 0.4 Si 0.2 Pt 0.4
1 4 a D D D b O O O g O O O c O O O 0 | 4e 4d 2a | Ba 0.4 Tc 0.4 Sb 0.2
0 0 0 | 1a | Na 0.04 Li 0.12 Fe 0.17 Br 0.67
1 3 n O O O b O O D e O O O 0 | 4f 2b | Tb 0.4 Se 0.2 N 0.4
0 4 a D D D b O O O m O O O j O O O 0 | 2a 2d 2c 2b | Tc 0.5 Sn 0.25 Mo 0.25
1 1 c O O O 0 | 2n 2m | U 0.2 Ge 0.6 Pd 0.2
0 3 a E C C n O O O k O O O 0 | 3a | Sr 0.25 Th 0.25 As 0.25 N 0.25
1 1 c O D D 0 | 4e | Fe 0.02 H 0.46 C 0.46 N 0.02 O 0.02
1 2 a E C C n O O O 0 | 3a 18f 6c | Rb 0.07 Bi 0.4 Se 0.53
1 2 n O O O e O O O 0 | 2d 1b 6i 2c 1a | Y 0.08 Tm 0.17 Ir 0.04 Rh 0.71
1 1 c O D D 0 | 4e | Yb 0.01 H 0.4 C 0.51 N 0.04 Cl 0.01 O 0.02
1 2 b D O D c O D O 0 | 4c | Sm 0.17 Zn 0.17 In 0.17 Te 0.5
0 2 n O O O f O O O 0 | 1a 1f 1d 6l | Cs 0.11 Sc 0.11 Pt 0.11 Br 0.67
0 3 a E C C n O O O k O O O 0 | 3a | Sr 0.25 Ag 0.5 Bi 0.25
0 4 a D D D b O O O m O O O c D O F 0 | 4a 8d 4b | Cd 0.25 Te 0.5 S 0.25
1 1 c O O O 0 | 1e 1a 1f 1g | Mn 0.25 Co 0.5 Rh 0.25
0 3 n O O O i O O O k O O O 0 | 2i 2g 1a 1f | Ce 0.33 Pm 0.33 C 0.33
0 2 b O O O j O O O 0 | 1a 1d | V 0.25 Cd 0.25 Se 0.5
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 16e 4a 4d | Bi 0.67 B 0.17 Pd 0.17
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 4b 4a 8c | Tb 0.25 Tm 0.25 Ge 0.5
1 3 b O O O g O O O c D D O 0 | 4g 2a 8j 2c | Na 0.2 Al 0.2 Ga 0.1 Ag 0.5
0 2 a D D O c O O O 0 | 2b 2a | B 0.33 H 0.33 S 0.33
1 3 b O O O g O O O c O O O 0 | 1b 2f 1a 2h | Th 0.17 Si 0.33 Ni 0.17 Ir 0.33
0 4 a D D D b O O O m O O O c O O O 0 | 2a 8i 4c | Ca 0.09 Ag 0.55 Pd 0.36
0 3 a E C C n O O O k O O O 0 | 9b 3a | Tb 0.67 Cd 0.12 Hg 0.04 Ir 0.17
1 2 a D D O c O O O 0 | 4i 2a | Ac 0.44 Sm 0.22 Y 0.33
0 4 a D D D b O O O m O O O c D O F 0 | 4a 4b 8c 8d | Hf 0.17 Cd 0.17 Sb 0.33 Pt 0.33
1 4 b O O O c O O O d O O O e O O O 0 | 3d 1a 1b | La 0.6 P 0.2 W 0.2
1 4 a D D D b O O O g O O O c O O O 0 | 4e 4d 2a | Hf 0.4 Al 0.4 Cd 0.2
1 3 b O O O g O O O c O O O 0 | 1a 1d 2f 1b | Mn 0.2 In 0.2 P 0.4 Cl 0.2
0 3 n O O O i O O O e O O O 0 | 3g 3f 1b 2c | Mn 0.33 Fe 0.33 Si 0.11 As 0.22
1 3 n O O O b O O D e O O O 0 | 2d 2a 4f | Y 0.25 Mo 0.25 N 0.5
1 3 a E C C n O O O e O O O 0 | 6c | Ba 0.5 Ag 0.5
1 4 a D D D b O O O g O O O c O O O 0 | 4d 2b 2a 8h 4e | Rb 0.2 Cu 0.1 Se 0.1 F 0.6
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 4b 4a 8c | Er 0.25 Ni 0.25 As 0.5
1 2 a D D O c O O O 0 | 4i 2b 2c | Sr 0.5 Mn 0.25 Ir 0.25
0 3 a E C C n O O O k O O O 0 | 3a | Al 0.5 Bi 0.25 Pb 0.25
1 5 a D D D b D O D c O D D d O O O e F B B 0 | 24c 24d 16a 96h | Zr 0.15 Fe 0.25 H 0.6
1 3 a E C C n O O O e O O O 0 | 3a 6c | Ce 0.14 Th 0.29 In 0.29 Ag 0.29
1 2 a E C C n O O O 0 | 6c 18f | Bi 0.08 I 0.23 O 0.69
1 3 a D D D b O O O g O O O 0 | 2a 8h | Re 0.2 As 0.8
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4a 4b 4c 4d | Na 0.25 Nd 0.25 Bi 0.25 Sb 0.25
0 4 a D D D b O O O m O O O c O O O 0 | 4d 2b 8i | Li 0.29 Ge 0.14 H 0.57
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4d 4a 4b 4c | Mg 0.25 Zr 0.25 Nb 0.25 Pd 0.25
1 3 n O O O b O O D e O O O 0 | 4f 2d 2a | Zr 0.5 Ga 0.25 C 0.25
1 4 a O D D a D O D b O O O c O O O 0 | 4b 8d 4a | Y 0.25 Be 0.5 P 0.25
0 3 b O O O g D D D j D D D 0 | 2a 4c | Na 0.11 Zr 0.11 I 0.11 O 0.67
1 4 b O O O c O O O d O O O e O O O 0 | 3c 1a 3d 1b | Tb 0.38 Ho 0.12 Bi 0.5
1 4 b O O O c O O O d O O O e O O O 0 | 1b 3d 1a | Ca 0.2 Mg 0.6 Te 0.2
1 3 a D D D b O O O c O O O 0 | 2d 4i 2b | Nb 0.25 In 0.5 Ir 0.25
1 3 a D D D b O O O c O O O 0 | 2b 2d 4i | Ge 0.25 Ir 0.25 Pt 0.5
1 1 c O O O 0 | 1e 1a 1f 1g | Hf 0.25 Fe 0.5 Ir 0.25
1 4 a D D D b O O O g O O O c O O O 0 | 4e 2a 4c | Ba 0.29 Ti 0.14 Te 0.29 O 0.29
1 3 b O O O g O O O c O O O 0 | 1b 1d 2f | K 0.25 Ac 0.25 P 0.5
1 3 b O O O g D D D c D D D 0 | 2b 4g 8i | Dy 0.14 Er 0.29 Th 0.57
0 3 a O D D b O O O j O O O 0 | 8f 4d 4c 4e 2a 2b | Hf 0.64 Re 0.07 Ni 0.04 Mo 0.21 Ir 0.04
1 4 a D D D b O O O g O O O c O O O 0 | 2a 2b 4d | Y 0.25 Ta 0.25 Hg 0.5
1 3 a D D O b O O O c O O O 0 | 2c 4e 2d | Fe 0.25 Pt 0.5 Pb 0.25
1 2 b D O D c O D O 0 | 4c | Tm 0.6 In 0.2 S 0.2
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4b 4a 4c 4d | Ce 0.25 Er 0.25 Cu 0.25 Rh 0.25
0 3 b O O O g O O O j O O O 0 | 1a 1b | Sr 0.5 Y 0.25 Ag 0.25
0 3 b O O O g O O O j O O O 0 | 1b 1a | La 0.25 Ho 0.25 Ag 0.25 Hg 0.25
1 2 a E C C n O O O 0 | 3b 3a 6c 18f | Tb 0.1 Sn 0.1 B 0.2 O 0.6
1 2 n O O O e O O O 0 | 1b 2d 1a 6i | Na 0.1 Li 0.2 Ni 0.1 H 0.6
1 1 c O D O 0 | 2e | Nd 0.17 Tm 0.17 Nb 0.17 N 0.5
0 2 a D D O j O O O 0 | 2a | Na 0.25 Ti 0.25 Cl 0.5
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4d 16e 4a | Ti 0.17 Al 0.67 Zn 0.17
1 2 n O O O e O O O 0 | 2d 1a | Hg 0.8 C 0.2
1 3 b O O O g O O O c O O O 0 | 2f 1b 1d 1a | H 0.4 Os 0.2 Au 0.2 C 0.2
1 0 0 | 2i 1f | Pt 0.43 Se 0.57
0 3 a D D O b O O O j O O O 0 | 2a 2b | Be 0.5 Ga 0.25 Te 0.25
1 2 a D D O c O O D 0 | 8f | C 0.7 Cl 0.3
0 2 n O O O i O O O 0 | 1a 1d 3j 3k 1e | Ac 0.05 Dy 0.05 P 0.33 Ru 0.57
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 4a 8c 4b | Li 0.25 Cd 0.5 I 0.25
1 3 a D D D b O O O c O O O 0 | 4g 8l 4j | Cu 0.2 Pd 0.6 H 0.2
1 4 b O O O c O O O d O O O e O O O 0 | 3c 1a 1b | Pu 0.8 Nb 0.2
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4a 16e 4d | K 0.17 V 0.67 Cd 0.17
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 8c 4b 4a | Ba 0.5 Er 0.25 Te 0.25
1 3 a D D O b O O O c O O O 0 | 4k 2b 2c | Cd 0.5 Ru 0.25 Os 0.25
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4c 4b 4a 4d | Ac 0.25 Gd 0.25 Lu 0.25 Sn 0.25
0 3 a O D D b O O O j D O O 0 | 4b | Cd 0.2 Sn 0.2 Hg 0.6
1 3 a D D O b O O O c O O O 0 | 2c 4e 2d | Na 0.25 Os 0.5 Ir 0.25
0 3 n O O O i O O O k O O O 0 | 1f 1b 1c | Zr 0.33 H 0.33 N 0.33
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4a 4d 4c | Ac 0.33 Np 0.33 Co 0.33
1 3 b O O O g O O O c O O O 0 | 1d 1a 1b 2f | Y 0.2 Ti 0.2 Re 0.2 Pt 0.4
1 2 b D O D c O D O 0 | 4c 8d | Na 0.05 B 0.05 H 0.27 C 0.27 N 0.09 O 0.18 F 0.09
0 1 j O O D 0 | 2a | Sr 0.2 Ca 0.07 Ta 0.1 Ru 0.03 O 0.6
1 4 a D D D b O O O g O O O c O O O 0 | 2b 2a 4d | Hf 0.25 Ni 0.25 Ru 0.5
0 3 a E C C n O O O k O O O 0 | 3a | Cr 0.25 Pb 0.25 Br 0.5
0 4 a O D D a D O D b O O O j O O O 0 | 4a | Nb 0.33 Si 0.33 Ag 0.33
0 3 n O O O i O O O e O O O 0 | 3f 3g 2c 1b | Hf 0.67 Ge 0.33
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 4d 4c 4a 4b | Dy 0.25 Tm 0.25 Sc 0.25 Tl 0.25
0 2 b O O O j O O O 0 | 1a 1d | Hf 0.5 Cu 0.25 Se 0.25
1 2 a D D O c O O O 0 | 4i | Na 0.17 Ag 0.5 Se 0.33
1 3 a D D O b O O O c O O O 0 | 4e 2c 2d | Sr 0.5 Nb 0.25 Te 0.25
1 2 a D D O c O O O 0 | 2a 8j 4e 2c 2d | K 0.08 Tl 0.85 In 0.08
1 3 a E C C n O O O e O O O 0 | 9d 9e 3a 18h 6c | Rb 0.2 Sc 0.2 Nb 0.07 Se 0.53
1 4 a D D D b O O O g O O O c O O O 0 | 2a 4d 4e | Be 0.2 Co 0.4 Os 0.4
1 3 a E C C n O O O e O O O 0 | 9d 9e 3a 18h 6c | Ce 0.2 Y 0.2 Ho 0.07 Te 0.53
0 2 b O O D j O O D 0 | 2a 2b | Dy 0.5 Er 0.17 In 0.33
1 3 a E C C n O O O e O O D 0 | 6a 6b 18e | Dy 0.2 Ta 0.2 O 0.6
1 1 c O D D 0 | 4e | B 0.04 H 0.3 C 0.44 N 0.07 Cl 0.04 O 0.04 F 0.07
0 2 a D D O j O O O 0 | 2a | Sc 0.25 Cl 0.75
1 2 b O O O c O O O 0 | 1f 1g 1a 1d | Mg 0.25 Cd 0.25 Cl 0.5
0 5 a D D D b D D D g O D B c D O F h O D B 1 O B Z | 4a 4b 8d | Ba 0.25 Ti 0.25 Co 0.5
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 16e 4a 4c | Tc 0.67 Si 0.17 Se 0.17
1 1 c O O O 0 | 2m 1h 1e | Zr 0.5 Mn 0.25 Fe 0.25
1 3 b O O O g O O O c O O O 0 | 1d 1b 2f 1a | K 0.2 Be 0.2 Ru 0.4 Os 0.2
0 2 b O O O j O O O 0 | 1a 1b 1c 1d | Tc 0.25 Sn 0.5 Ir 0.25
1 2 b O O O c O O O 0 | 1f 1g 1a 1d | B 0.25 Mo 0.25 Pb 0.5
0 1 j O O O 0 | 1b 1a | Na 0.5 Tl 0.25 Au 0.25
0 3 a D D D b O O O j O O O 0 | 2a | Cd 0.33 Re 0.33 Pb 0.33
1 2 n O O O e O O O 0 | 1b 1a 2d | Ca 0.17 Ac 0.17 Sn 0.33 Pd 0.33
1 2 a D D O c O O O 0 | 8j 4i 2a 4h 2d 4g | Nd 0.5 Sm 0.08 Ho 0.25 Er 0.17
0 3 n O O O i O O O e O O O 0 | 3g 2c 3f 6k 6j 1a | Yb 0.14 Zr 0.08 Co 0.44 As 0.33
1 3 b O O O g O O O c O O O 0 | 1d 1c 2g | Cr 0.25 Cd 0.25 Te 0.5
1 5 a D D D b O O O c O O O d O O O e O O O 0 | 8c 2a 6b 12e 12d | K 0.2 Tl 0.05 Te 0.15 O 0.6
1 3 b O O O g O O O c O O O 0 | 1d 1b 2f | Ba 0.25 Y 0.25 Zr 0.5
0 2 b O O D j O O D 0 | 2a 2b | Zn 0.25 As 0.25 Rh 0.25 O 0.25
0 2 b O O O j O O O 0 | 1a 1d | Hg 0.5 B 0.25 Pb 0.25
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 4a 8c 4b | Ba 0.25 Lu 0.5 Pu 0.25
1 3 b O O O g O O O c O O O 0 | 1d 1b 2f 1a | Ta 0.2 Nb 0.2 Pd 0.4 H 0.2
1 6 a O D D a D O D b O O O c O O O d O O O e O O O 0 | 8c 4a 4b | K 0.5 Zn 0.25 Ga 0.25
1 3 a D D O b O O O c O O O 0 | 8n 4l 4j 2a 2d 4i | La 0.5 Tl 0.33 Hg 0.17
1 2 a D D O c O O D 0 | 8f 4e | Cd 0.03 H 0.24 C 0.44 N 0.03 O 0.25
1 3 a D D D b O O O c O O O 0 | 2a 4j 2d 4i | Cr 0.17 Mo 0.5 C 0.33
0 2 n O O O f O O O 0 | 1b 1a 6l | Ba 0.04 Zr 0.04 P 0.23 O 0.69
1 4 b O O O c O O O d O O O e O O O 0 | 1a 3c | Cu 0.25 Rh 0.75
1 3 a E C C n O O O e O O O 0 | 6c 3a 18h 3b | Li 0.17 Sc 0.08 Zn 0.75
0 6 a O D D a D O D b O O O c O O O d O O O l O O O 0 | 16e 4a 4d | Zn 0.67 Re 0.17 Au 0.17
1 3 b O O O g O O O c O O O 0 | 2g 1c 1d | Sc 0.5 Be 0.25 Nb 0.25
1 3 a E C C n O O O e O O O 0 | 3a 3b 6c | Tl 0.25 Zn 0.25 F 0.5
1 2 b D D D c O O D 0 | 8d 4c | H 0.38 C 0.46 Cl 0.1 O 0.06
0 3 n O O O i O O O e O O O 0 | 3g 2c 1b 3f | Gd 0.33 As 0.33 Ru 0.33
1 2 b O O O c O O D 0 | 2g 2f 2a 4q | Rb 0.2 Nd 0.2 Cu 0.2 O 0.4
1 4 b O O O c O O O d O O O e D D D 0 | 2a 6c 6d | Cs 0.14 Na 0.43 Li 0.43
1 3 b O O O g O O O c O O O 0 | 1d 1b 1a 2f | Ba 0.2 Na 0.2 Cu 0.2 Pb 0.4
1 1 c O D D 0 | 4e | Si 0.03 B 0.03 H 0.41 C 0.34 O 0.14 F 0.03
0 1 j O O O 0 | 1a 1b 2c | Ti 0.12 V 0.06 Si 0.25 Mo 0.56
1 3 n O O O b O O O e O O O 0 | 1a 3g 2c | Yb 0.17 Zn 0.5 Ni 0.33
1 1 c O O O 0 | 1e 2m 1f | Tc 0.25 Ge 0.75
0 3 a E C C n O O O k O O O 0 | 3a | Sm 0.25 Dy 0.5 Zn 0.25
0 3 b O O O c D D O h D D O 1 B B O | 2a 2b 4e | Ba 0.2 C 0.2 O 0.6
1 1 c O D D 0 | 4e | B 0.03 H 0.38 C 0.52 Br 0.01 N 0.03 O 0.03
0 4 a D D D b O O O g O O O j O O O 0 | 2a | Sm 0.33 Tl 0.33 Sn 0.33
1 2 n O O O e O O O 0 | 2c 2d | Np 0.33 Zn 0.33 I 0.33
1 3 a D D O b O O O c O O O 0 | 4e 2c 2d | Fe 0.5 Re 0.25 Ni 0.25
1 2 a D D O c O O O 0 | 2a 2b 4e | La 0.25 W 0.25 Cl 0.5
0 3 a O D D b O O O j O O O 0 | 2b 2a | Cd 0.25 Sn 0.5 Ir 0.25
0 2 a D D O c O O O 0 | 4c 2a 2b | Sm 0.22 Ho 0.56 Er 0.22
1 2 a D D O c O O D 0 | 8f 4e | Ti 0.02 H 0.49 C 0.41 O 0.09
1 3 a D D O b O O D c O O D 0 | 4c 4b 8f | K 0.17 Ho 0.17 Co 0.17 S 0.5
1 4 a D D D b O O O g O O O c O O O 0 | 2a 4e 4d | Tb 0.2 Fe 0.4 Mo 0.4
0 4 a D D D b D D D g O D B j O O O 0 | 8b 4a | Al 0.67 Sb 0.17 Ru 0.17
